REFFABRICANTE;TITULO;CODIGOINTERNO;EAN/UPC;CODFAMILIA;TITULOFAMILIA;CODSUBFAMILIA;TITULOSUBFAMILIA;CODFABRICANTE;NOMFABRICANTE;PRECIO;STOCK;PESO;PROXIMA_LLEGADA;CICLOVIDA;PLAZOENTREGA;CANONLPI;PRECIOSINCANON;
EW-7811UN;Edimax EW-7811UN Tarjeta Red WiFi N150 Nano USB;NADAIN0042;4710700927168;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;5.5000000000;100;0.0450000000;;;0.0000000000;0.0000000000;5.5000000000;
TL-WN822N;TP-LINK WN822N Adaptador Red N300 3dBi USB;NADAIN0066;6935364050542;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;11.2000000000;23;0.3050000000;26/01/2018;;0.0000000000;0.0000000000;11.2000000000;
TL-WN722N;TP-LINK WN722N Tarjeta Red WiFi N150 USB;NADAIN0067;6935364050467;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;7.5000000000;100;0.2850000000;;;0.0000000000;0.0000000000;7.5000000000;
TL-WN821N;TP-LINK TL-WN821N Tarjeta Red WiFi N300 USB;NADAIN0077;6935364050368;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;6.7200000000;100;0.2100000000;;;0.0000000000;0.0000000000;6.7200000000;
TL-WN851ND;TP-LINK WN851ND Tarjeta Red WiFi N300 PCI;NADAIN0078;6935364050337;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;10.6400000000;38;0.2250000000;;;0.0000000000;0.0000000000;10.6400000000;
TL-WN881ND;TP-LINK TL-WN881ND Tarjeta Red WiFi N300 PCI-E;NADAIN0084;6935364050573;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;11.7600000000;1;0.2200000000;31/12/2019;;0.0000000000;0.0000000000;11.7600000000;
TL-WN823N;TP-LINK TL-WN823N Tarjeta Red WiFi N300 Nano USB;NADAIN0092;6935364050696;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;7.5100000000;100;0.0800000000;;;0.0000000000;0.0000000000;7.5100000000;
TL-WN725N;TP-LINK TL-WN725N Tarjeta Red WiFi N150 Nano USB;NADAIN0093;6935364050719;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;5.3700000000;100;0.0700000000;;;0.0000000000;0.0000000000;5.3700000000;
TL-WN8200ND;TP-LINK WN8200ND Adaptador Red N150 3W 11dBi USB;NADAIN0110;6935364050740;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;12.4200000000;100;0.3000000000;;;0.0000000000;0.0000000000;12.4200000000;
APPUSB150H3;approx APPUSB150H3 Adaptador Red N150 3W 11dBi USB;NADAIN0111;8435099512837;AD;Adaptadores red;AIN;Red inalámbrica;01360;approx!;14.8300000000;5;0.3500000000;23/01/2018;;0.0000000000;0.0000000000;14.8300000000;
DWA-127;D-Link DWA-127 Tarjeta Red WiFi N150 USB;NADAIN0121;790069364860;AD;Adaptadores red;AIN;Red inalámbrica;04195;D-Link;12.5700000000;20;0.2050000000;;;0.0000000000;0.0000000000;12.5700000000;
DWA-131;D-Link DWA-131 Tarjeta Red WiFi N300 Nano USB;NADAIN0122;790069326905;AD;Adaptadores red;AIN;Red inalámbrica;04195;D-Link;7.2800000000;39;0.0950000000;20/01/2018;;0.0000000000;0.0000000000;7.2800000000;
EW-7811UTC;Edimax EW-7811UTC Tarjeta Red WiFi AC600 USB;NADAIN0142;4710700929766;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;12.1000000000;0;0.0500000000;26/01/2018;;0.0000000000;0.0000000000;12.1000000000;
SP-1101W;Edimax SP-1101W Enchufe Inteligente WiFi;NADAIN0145;4710700929803;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;27.5000000000;9;0.3550000000;;;0.0000000000;0.0000000000;27.5000000000;
EW-7722UTN V2;Edimax EW-7722UTN V2 Tarjeta Red WiFi N300 USB;NADAIN0147;4710700927236;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;8.0300000000;0;0.1150000000;26/01/2018;;0.0000000000;0.0000000000;8.0300000000;
APPUSB300NAV2;approx APPUSB300NAV2 Tarjeta Red WiFi N300 Nano US;NADAIN0151;8435099515135;AD;Adaptadores red;AIN;Red inalámbrica;01360;approx!;6.4300000000;0;0.0400000000;19/02/2018;;0.0000000000;0.0000000000;6.4300000000;
Archer T4U;TP-LINK Archer T4U Tarjeta Red WiFi AC1300 USB;NADAIN0154;6935364097318;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;28.0000000000;75;0.2300000000;;;0.0000000000;0.0000000000;28.0000000000;
EW-7811UAC;Edimax EW-7811UAC Adaptador Red AC600 6dBi USB;NADAIN0155;4710700929865;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;18.7000000000;29;0.2350000000;;;0.0000000000;0.0000000000;18.7000000000;
SP-2101W V2;Edimax SP-2101W V2 Enchufe Inteligente WiFi;NADAIN0160;4717964702029;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;33.0000000000;10;0.3850000000;;;0.0000000000;0.0000000000;33.0000000000;
DWC-1000;D-Link DWC-1000 Controlador Inalambrico 4xGB;NADAIN0163;790069358821;AD;Adaptadores red;AIN;Red inalámbrica;04195;D-Link;292.1800000000;6;2.9100000000;;;0.0000000000;0.0000000000;292.1800000000;
DSP-W215;D-Link DSP-W215 Enchufe Inteligente WiFi;NADAIN0166;790069402975;AD;Adaptadores red;AIN;Red inalámbrica;04195;D-Link;39.7300000000;2;0.3300000000;;;0.0000000000;0.0000000000;39.7300000000;
DWC-1000-VPN-LIC;D-Link DWC-1000-VPN-LIC Licencia VPN Service Pack;NADAIN0172;2521011511326;AD;Adaptadores red;AIN;Red inalámbrica;04195;D-Link;178.4300000000;0;0.0001000000;;Encargo;10.0000000000;0.0000000000;178.4300000000;
DWC-1000-AP6-LIC;D-Link DWC-1000-AP6-LIC Licencia 6 Puntos Acceso;NADAIN0180;2523111513202;AD;Adaptadores red;AIN;Red inalámbrica;04195;D-Link;224.0400000000;0;0.0001000000;;Encargo;10.0000000000;0.0000000000;224.0400000000;
90IG00R0-BM0G00;ASUS PCE-AC68 Tarjeta Red WiFi AC1900 PCI-E;NADAIN0181;4716659557821;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;61.1300000000;2;0.1250000000;;;0.0000000000;0.0000000000;61.1300000000;
90IG00K0-BM0000;ASUS PCE-AC56 Tarjeta Red WiFi AC1300 PCI-E;NADAIN0182;4716659504863;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;38.2600000000;1;0.1200000000;26/01/2018;;0.0000000000;0.0000000000;38.2600000000;
90-IG1U003M00-0PA0-;ASUS PCE-N15 Tarjeta Red WiFi N300 PCI-E;NADAIN0183;4719543379790;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;14.4700000000;58;0.0620000000;;;0.0000000000;0.0000000000;14.4700000000;
90-IG1Q003M00-0PA0-;ASUS PCE-N10 Tarjeta Red WiFi N150 PCI-E;NADAIN0184;4719543364970;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;10.6400000000;34;0.1000000000;;;0.0000000000;0.0000000000;10.6400000000;
90IG00A0-BM0N00;ASUS USB-AC56 Tarjeta Red WiFi AC1300 USB;NADAIN0185;4716659407508;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;45.8300000000;4;0.0500000000;;;0.0000000000;0.0000000000;45.8300000000;
90IG00I0-BM0G00;ASUS USB-AC51 Tarjeta Red WiFi AC600 USB;NADAIN0187;4716659513179;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;15.2000000000;54;0.0040000000;;;0.0000000000;0.0000000000;15.2000000000;
90IG0120-BM0000;ASUS USB-N14 Tarjeta Red WiFi N300 USB;NADAIN0189;4716659631514;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;17.9900000000;28;0.1440000000;;;0.0000000000;0.0000000000;17.9900000000;
90-IG13002E02-0PA0-;ASUS USB-N13 Tarjeta Red WiFi N300 USB;NADAIN0190;4719543086858;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;8.3600000000;5;0.0120000000;23/01/2018;;0.0000000000;0.0000000000;8.3600000000;
90IG00J0-BU0N00;ASUS USB-N10 Nano Tarjeta Red WiFi N150 Nano USB;NADAIN0191;4716659505068;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;9.1100000000;13;0.0020000000;;;0.0000000000;0.0000000000;9.1100000000;
mPower mini;Ubiquiti mPower MPOWER MINI 1xSchuko WiFi;NADAIN0195;2512041616556;AD;Adaptadores red;AIN;Red inalámbrica;04205;UBIQUITI;30.0700000000;0;0.3000000000;;Encargo;10.0000000000;0.0000000000;30.0700000000;
90IG02Q1-MM0R10;ASUS PCE-AC55BT Tarjeta Red WiFi AC1300 PCI-E;NADAIN0196;4712900328639;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;24.3000000000;0;0.0500000000;08/02/2018;;0.0000000000;0.0000000000;24.3000000000;
90IG02S0-BO0010;ASUS PCE-AC51 Tarjeta Red WiFi AC1300 PCI-E;NADAIN0197;4712900292954;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;22.8800000000;0;0.0500000000;24/01/2018;;0.0000000000;0.0000000000;22.8800000000;
APPUSB1200;approx APPUSB1200 Tarjeta Red WiFi N1200 USB;NADAIN0198;8435099520948;AD;Adaptadores red;AIN;Red inalámbrica;01360;approx!;15.8200000000;45;0.1000000000;;;0.0000000000;0.0000000000;15.8200000000;
APPUSB600NANO;approx APPUSB600NANO Tarjeta Red WiFi N600 Nano US;NADAIN0199;8435099520955;AD;Adaptadores red;AIN;Red inalámbrica;01360;approx!;9.5100000000;0;0.1000000000;19/02/2018;;0.0000000000;0.0000000000;9.5100000000;
EM4535;EMINENT EM4535 Tarjeta Red WiFi AC1200 USB;NADAIN0200;8716065337709;AD;Adaptadores red;AIN;Red inalámbrica;60062;Eminent;17.3300000000;3;0.2670000000;02/03/2018;;0.0000000000;0.0000000000;17.3300000000;
90IG02H0-BM0000;ASUS PCE-AC88 Tarjeta Red WiFi AC3100 PCI-E;NADAIN0201;4712900272277;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;66.4200000000;4;0.2500000000;;;0.0000000000;0.0000000000;66.4200000000;
90IG0230-BM0N00;ASUS USB-AC68 Tarjeta Red WiFi AC1900 USB;NADAIN0202;4712900027129;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;54.2400000000;5;0.3000000000;;;0.0000000000;0.0000000000;54.2400000000;
90IG02T1-BM0000;ASUS USB-AC54 Tarjeta Red WiFi AC1300 USB;NADAIN0203;4712900294439;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;30.5300000000;5;0.2500000000;;;0.0000000000;0.0000000000;30.5300000000;
EW-7822ULC;Edimax EW-7822ULC Tarjeta Red WiFi AC1200 Nano USB;NADAIN0204;4717964701602;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;22.0000000000;4;0.0250000000;26/01/2018;;0.0000000000;0.0000000000;22.0000000000;
EW-7833UAC;Edimax EW-7833UAC Tarjeta Red WiFi AC1750 USB;NADAIN0205;4717964701060;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;30.8000000000;23;0.0250000000;;;0.0000000000;0.0000000000;30.8000000000;
EW-7711UAN V2;Edimax EW-7711UAN V2 Tarjeta Red WiFi N150 USB;NADAIN0206;4717964700513;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;9.3500000000;16;0.0250000000;25/01/2018;;0.0000000000;0.0000000000;9.3500000000;
EW-7611ULB;Edimax EW-7611ULB Tarjeta Red WiFi N150 + BT USB;NADAIN0207;4717964701220;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;9.3500000000;7;0.0150000000;25/01/2018;;0.0000000000;0.0000000000;9.3500000000;
90IG03P0-BM0R10;ASUS USB-AC53 Nano Tarjeta Red WiFi AC1200 Nano US;NADAIN0208;4712900519105;AD;Adaptadores red;AIN;Red inalámbrica;00190;Asus;27.4700000000;3;0.3500000000;;;0.0000000000;0.0000000000;27.4700000000;
HS100;TP-LINK HS100 Enchufe Inteligente WiFi;NADAIN0209;6935364081362;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;22.9600000000;25;0.2500000000;;;0.0000000000;0.0000000000;22.9600000000;
HS110;TP-LINK HS110 Enchufe Inteligente WiFi Monitoriza;NADAIN0210;6935364094270;AD;Adaptadores red;AIN;Red inalámbrica;00155;TP-LINK;26.8800000000;15;0.2500000000;;;0.0000000000;0.0000000000;26.8800000000;
APPUSB150NAV3;approx APPUSB150NAV3 Tarjeta Red WiFi N150 Nano US;NADAIN0211;8435099523208;AD;Adaptadores red;AIN;Red inalámbrica;01360;approx!;3.8500000000;0;0.0030000000;31/12/2018;;0.0000000000;0.0000000000;3.8500000000;
EW-7822UTC;Edimax EW-7822UTC Tarjeta Red WiFi AC1200 Nano USB;NADAIN0212;4717964701619;AD;Adaptadores red;AIN;Red inalámbrica;00410;Edimax;20.9000000000;35;0.1250000000;;;0.0000000000;0.0000000000;20.9000000000;
TL-PA4010 KIT;TP-LINK TL-PA4010 KIT Powerline AV600 Mini;NADPOW0057;6935364031985;AD;Adaptadores red;POW;Powerline;00155;TP-LINK;30.2400000000;100;0.4300000000;;;0.0000000000;0.0000000000;30.2400000000;
TL-PA4010P KIT;TP-LINK TL-PA4010P KIT Powerline AV500;NADPOW0058;6935364031848;AD;Adaptadores red;POW;Powerline;00155;TP-LINK;31.4800000000;100;0.6500000000;;;0.0000000000;0.0000000000;31.4800000000;
DHP-W311AV;D-Link DHP-W311AV Powerline AV500 N300 Mini;NADPOW0070;790069372285;AD;Adaptadores red;POW;Powerline;04195;D-Link;43.6100000000;48;0.5400000000;26/01/2018;;0.0000000000;0.0000000000;43.6100000000;
EM8031;EMINENT EM8031 Powerline 500Mbps Starter Kit;NADPOW0073;8716065297492;AD;Adaptadores red;POW;Powerline;60062;Eminent;31.7100000000;0;0.3950000000;24/01/2018;;0.0000000000;0.0000000000;31.7100000000;
TL-WPA4220KIT;TP-LINK TL-WPA4220KIT Powerline Extensor AV500;NADPOW0074;6935364032258;AD;Adaptadores red;POW;Powerline;00155;TP-LINK;48.1600000000;0;0.5700000000;31/12/2019;;0.0000000000;0.0000000000;48.1600000000;
TL-PA8030P KIT;TP-LINK TL-PA8030P KIT Powerline AV1200;NADPOW0096;6935364033156;AD;Adaptadores red;POW;Powerline;00155;TP-LINK;70.2000000000;57;0.9000000000;;;0.0000000000;0.0000000000;70.2000000000;
DHP-P601AV;D-Link DHP-P601AV Powerline AV2 1000 HD;NADPOW0100;790069414992;AD;Adaptadores red;POW;Powerline;04195;D-Link;53.3100000000;9;0.6400000000;;;0.0000000000;0.0000000000;53.3100000000;
TL-PA7020P KIT;TP-LINK TL-PA7020P KIT Powerline AV1000;NADPOW0103;6935364099107;AD;Adaptadores red;POW;Powerline;00155;TP-LINK;50.4000000000;78;0.9000000000;;;0.0000000000;0.0000000000;50.4000000000;
90IG01V0-BO2100;ASUS PL-N12 KIT Powerline AV500 N300;NADPOW0104;4712900064100;AD;Adaptadores red;POW;Powerline;00190;Asus;53.5200000000;16;0.3870000000;;;0.0000000000;0.0000000000;53.5200000000;
90IG0260-BO3100;ASUS PL-AC56 KIT Powerline AV2 1200 AC1200;NADPOW0110;4712900084467;AD;Adaptadores red;POW;Powerline;00190;Asus;105.3500000000;5;0.6500000000;;;0.0000000000;0.0000000000;105.3500000000;
TL-WPA8630P KIT;TP-LINK TL-WPA8630P KIT Powerline Extensor AV1200;NADPOW0112;6935364093662;AD;Adaptadores red;POW;Powerline;00155;TP-LINK;109.7600000000;5;0.5000000000;;;0.0000000000;0.0000000000;109.7600000000;
DHP-601AV;D-Link DHP-601AV Powerline AV2 1000 HD;NADPOW0113;790069394287;AD;Adaptadores red;POW;Powerline;04195;D-Link;45.5500000000;21;0.3500000000;;;0.0000000000;0.0000000000;45.5500000000;
DHP-W611AV;D-Link DHP-W611AV Powerline AV1000 AC1200;NADPOW0116;790069428029;AD;Adaptadores red;POW;Powerline;04195;D-Link;100.6500000000;1;0.6500000000;;;0.0000000000;0.0000000000;100.6500000000;
TL-WPA4220;TP-LINK TL-WPA4220 Powerline Extensor AV500;NADPOW0117;6935364032241;AD;Adaptadores red;POW;Powerline;00155;TP-LINK;33.6000000000;0;0.3500000000;31/12/2019;;0.0000000000;0.0000000000;33.6000000000;
TL-PA7020 KIT;TP-LINK TL-PA7020 KIT Powerline AV1000;NADPOW0118;6935364099145;AD;Adaptadores red;POW;Powerline;00155;TP-LINK;51.5200000000;20;0.3500000000;;;0.0000000000;0.0000000000;51.5200000000;
RS815+;SYNOLOGY RS815+ NAS 4Bay Rack Station;NARARA0011;4711174721832;AR;Almacenamiento en red;ARA;Almacenamiento Armario;60158;Synology;741.0000000000;1;8.3300000000;30/01/2018;;0.0000000000;0.0000000000;741.0000000000;
RS2416+;SYNOLOGY RS2416+ NAS 12bay Rack Station;NARARA0030;846504002047;AR;Almacenamiento en red;ARA;Almacenamiento Armario;60158;Synology;1311.0000000000;0;13.2400000000;05/02/2018;Encargo;15.0000000000;0.0000000000;1311.0000000000;
RS816;SYNOLOGY RS816 NAS 4Bay Rack Station;NARARA0032;4711174722259;AR;Almacenamiento en red;ARA;Almacenamiento Armario;60158;Synology;432.2500000000;3;10.0000000000;;;0.0000000000;0.0000000000;432.2500000000;
RS217;SYNOLOGY RS217 NAS 2Bay Rack Station;NARARA0033;4711174722297;AR;Almacenamiento en red;ARA;Almacenamiento Armario;60158;Synology;370.5000000000;0;3.4600000000;07/02/2018;;0.0000000000;0.0000000000;370.5000000000;
DS115j;SYNOLOGY DS115j NAS 1Bay Disk Station;NARARS0070;4711174721771;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;71.7300000000;6;1.3800000000;30/01/2018;;0.0000000000;0.0000000000;71.7300000000;
EDS14;SYNOLOGY EDS14 16 TB máx. del sistema de archivos;NARARS0100;4711174721474;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;189.4400000000;8;0.7300000000;;Ultimas unidades;0.0000000000;0.0000000000;189.4400000000;
RAM1600DDR3-4GB;SYNOLOGY RAM1600DDR3-4GB;NARARS0107;4711174721900;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;59.3800000000;0;0.0350000000;;Encargo;5.0000000000;0.0000000000;59.3800000000;
DS216se;SYNOLOGY DS216se NAS 2Bay Disk Station;NARARS0112;4711174722068;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;109.2500000000;0;0.8700000000;04/02/2018;Proximamente;0.0000000000;0.0000000000;109.2500000000;
NAS326-EU0101F;ZyXEL NAS326 NAS 2 Bay Personal Cloud Storage NO/H;NARARS0116;4718937587575;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;04247;ZyXEL;99.8300000000;4;0.3333300000;25/01/2018;;0.0000000000;0.0000000000;99.8300000000;
NAS542-EU0101F;ZyXEL NAS542 NAS 4 Bay Personal Cloud Storage NO/H;NARARS0118;4718937588572;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;04247;ZyXEL;181.5200000000;0;1.9300000000;24/01/2018;;0.0000000000;0.0000000000;181.5200000000;
DS416slim;SYNOLOGY DS416slim NAS 4bay Disk Station;NARARS0128;4711174722082;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;246.0500000000;8;0.6600000000;;;0.0000000000;0.0000000000;246.0500000000;
DS1817+(8GB);SYNOLOGY DS1817+(8gb) NAS 8Bay Disk Station;NARARS0133;4711174722761;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;831.2500000000;2;6.0000000000;07/02/2018;;0.0000000000;0.0000000000;831.2500000000;
DS3617xs;SYNOLOGY DS3617xs NAS 12bay Disk Station;NARARS0134;4711174722464;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;1995.0000000000;0;9.8000000000;;Encargo;15.0000000000;0.0000000000;1995.0000000000;
DS218+;SYNOLOGY DS218+ NAS 2bay Disk Station;NARARS0135;4711174722587;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;270.7500000000;11;1.3000000000;;;0.0000000000;0.0000000000;270.7500000000;
DS718+;SYNOLOGY DS718+ NAS 2bay Disk Station;NARARS0136;4711174722600;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;361.0000000000;0;1.7400000000;05/02/2018;;0.0000000000;0.0000000000;361.0000000000;
DS418j;SYNOLOGY DS418j NAS 4Bay Disk Station;NARARS0137;4711174722747;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;247.0000000000;5;2.2100000000;05/02/2018;;0.0000000000;0.0000000000;247.0000000000;
DS418;SYNOLOGY DS418 NAS 4Bay Disk Station;NARARS0138;4711174722631;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;333.4500000000;2;2.2800000000;;;0.0000000000;0.0000000000;333.4500000000;
DS418play;SYNOLOGY DS418play NAS 4bay Disk Station;NARARS0139;4711174722808;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;388.5000000000;2;2.2300000000;07/02/2018;;0.0000000000;0.0000000000;388.5000000000;
DS918+;SYNOLOGY DS918+ NAS 4Bay Disk Station;NARARS0140;4711174722594;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;451.2500000000;0;2.2800000000;05/02/2018;;0.0000000000;0.0000000000;451.2500000000;
D3NS1866L-4G;SYNOLOGY D3NS1866L-4G 4GB DDR3L 1866MHz 1.35V;NARARS0141;4711174722945;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;58.9000000000;0;0.1000000000;;Encargo;15.0000000000;0.0000000000;58.9000000000;
DS118;SYNOLOGY DS118 NAS 1Bay Disk Station;NARARS0142;4711174722952;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;137.7500000000;5;0.7000000000;07/02/2018;;0.0000000000;0.0000000000;137.7500000000;
DS218j;SYNOLOGY DS218j NAS 2Bay Disk Station;NARARS0143;4711174722815;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;146.3000000000;20;0.8800000000;;;0.0000000000;0.0000000000;146.3000000000;
DS218Play;SYNOLOGY DS218Play NAS 2Bay Disk Station;NARARS0144;4711174722884;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;189.0500000000;7;0.8700000000;;;0.0000000000;0.0000000000;189.0500000000;
DS1517+(8GB);SYNOLOGY DS1517+(8GB) NAS 5Bay Disk Station;NARARS0145;4711174722754;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;695.4000000000;3;4.4600000000;;;0.0000000000;0.0000000000;695.4000000000;
DS218;SYNOLOGY DS218 NAS 2bay Disk Station;NARARS0147;4711174722969;AR;Almacenamiento en red;ARS;Almacenamiento Sobremesa;60158;Synology;217.0900000000;0;1.3000000000;05/02/2018;;0.0000000000;0.0000000000;217.0900000000;
010-01956-2H;GARMIN DRIVE 40 LM SE 4.3 15 Países Mapas Gratis;NGPGPS0048;753759154905;GP;GPS;GPS;GPS;04178;GARMIN;77.0900000000;5;0.5000000000;;;0.0000000000;0.0000000000;77.0900000000;
010-01532-2H;GARMIN DRIVE 50 LM SE 5 15 Países Mapas Gratis;NGPGPS0049;753759155131;GP;GPS;GPS;GPS;04178;GARMIN;89.5400000000;1;0.5000000000;23/01/2018;;0.0000000000;0.0000000000;89.5400000000;
010-01533-2H;GARMIN DRIVE 60 LM SE 6 15 Países Mapas Gratis;NGPGPS0050;753759155360;GP;GPS;GPS;GPS;04178;GARMIN;119.1500000000;9;0.5000000000;;;0.0000000000;0.0000000000;119.1500000000;
010-01539-2H;GARMIN DRIVESMART 50 LM SE 5 Mapas Gratis Bluet.;NGPGPS0051;753759157296;GP;GPS;GPS;GPS;04178;GARMIN;114.1600000000;1;0.5000000000;;Ultimas unidades;0.0000000000;0.0000000000;114.1600000000;
010-01540-2H;GARMIN DRIVESMART 60 LM SE 6 Mapas Gratis Bluet.;NGPGPS0052;753759155964;GP;GPS;GPS;GPS;04178;GARMIN;133.6500000000;0;0.5000000000;31/12/2018;;0.0000000000;0.0000000000;133.6500000000;
010-01679-2G;GARMIN DRIVE 61 SE LMT-S 6 15 Países Mapas Gratis;NGPGPS0058;753759169756;GP;GPS;GPS;GPS;04178;GARMIN;117.0900000000;3;0.2500000000;;;0.0000000000;0.0000000000;117.0900000000;
010-01680-2G;GARMIN DRIVESMART 51  SE 5 Mapas Gratis Bluetooth;NGPGPS0059;753759169930;GP;GPS;GPS;GPS;04178;GARMIN;123.3700000000;0;0.2000000000;31/12/2019;;0.0000000000;0.0000000000;123.3700000000;
010-01681-2G;GARMIN DRIVESMART 61  SE 6.95 Mapas Gratis Bluet.;NGPGPS0060;753759170097;GP;GPS;GPS;GPS;04178;GARMIN;147.7300000000;0;0.2500000000;31/12/2019;;0.0000000000;0.0000000000;147.7300000000;
CCR1072-1G-8S+;Mikrotik CCR1072-1G-8S+ Router 1xGB 8xSFP+ L6;NPPPHW0013;2525051608282;PP;Proteccion perimetral;PHW;Protección hardware;60148;Mikrotik;2010.6900000000;0;1.2000000000;;Encargo;20.0000000000;0.0000000000;2010.6900000000;
ZYWALL1100-EU0101F;ZyXEL ZYWALL1100-EU0101F VPN Firewall;NPPPHW0014;4718937573523;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;2038.3700000000;0;5.0000000000;;Encargo;2.0000000000;0.0000000000;2038.3700000000;
USG20-VPN-EU0101F;ZyXEL USG20-VPN Firewall (Device only);NPPPHW0015;4718937590865;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;175.7700000000;1;0.5000000000;25/01/2018;;0.0000000000;0.0000000000;175.7700000000;
USG20W-VPN-EU0101F;ZyXEL USG 20W-VPN Firewall (Device only);NPPPHW0016;4718937590896;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;196.1900000000;4;0.5000000000;;;0.0000000000;0.0000000000;196.1900000000;
USG40W-EU0101F;ZyXEL USG40W Firewall (Device only);NPPPHW0017;4718937576241;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;275.0000000000;4;0.5000000000;;;0.0000000000;0.0000000000;275.0000000000;
USG60W-EU0101F;ZyXEL USG60W Firewall (Device only);NPPPHW0018;4718937575190;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;442.7100000000;1;0.5000000000;;;0.0000000000;0.0000000000;442.7100000000;
ZYWALL110-EU0101F;ZyXEL ZYWALL 110 Firewall VPN;NPPPHW0019;4718937573479;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;473.2700000000;2;0.5000000000;;;0.0000000000;0.0000000000;473.2700000000;
ZYWALL310-EU0101F;ZyXEL ZYWALL 310 Firewall VPN;NPPPHW0020;4718937573509;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;1011.3600000000;0;0.5000000000;;Encargo;2.0000000000;0.0000000000;1011.3600000000;
USG110-EU0102F;ZyXEL USG110 Firewall VPN UTM BDL;NPPPHW0021;4718937578627;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;696.5600000000;0;1.0000000000;25/01/2018;;0.0000000000;0.0000000000;696.5600000000;
USG210-EU0102F;ZyXEL USG210 Firewall VPN UTM BDL;NPPPHW0022;4718937578986;PP;Proteccion perimetral;PHW;Protección hardware;04247;ZyXEL;780.3200000000;1;1.0000000000;;;0.0000000000;0.0000000000;780.3200000000;
