"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";PRECIO;"STOCK";PESO;"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA"
"408410003";"GABOL Maletín 17.3""/Tablet 10"" 1DP Azul Dallas";"AAOABT0547";"8425126163477";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";21,00;4;0,3000000000;"";"Novedad";"0,0000000000"
"IGG313510";"iggual Maletín 15,6""/10,2"" 2DP Gris SYSTEM";"AAOABT0548";"8435364313510";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";22,50;0;0,4000000000;"14/10/2016";"Proximamente";"0,0000000000"
"IGG313503";"iggual Reportero Tablet 10,2"" Gris SYSTEM";"AAOABT0549";"8435364313503";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";16,62;0;0,2000000000;"14/10/2016";"Proximamente";"0,0000000000"
"IGG313497";"iggual Mochila 15,6"" 2DP Gris SYSYEM";"AAOABT0550";"8435364313497";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";24,65;0;0,5000000000;"14/10/2016";"Proximamente";"0,0000000000"
"IGG313480";"iggual Maletín 17,3""/Tablet 10,2"" 1DP Gris SYSTEM";"AAOABT0551";"8435364313480";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";21,80;0;0,5000000000;"14/10/2016";"Proximamente";"0,0000000000"
"IGG313473";"iggual Maletín/Mochila 15,6""/10,2"" 1DP Gris SYSTEM";"AAOABT0552";"8435364313473";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";25,80;0;0,3000000000;"14/10/2016";"Proximamente";"0,0000000000"
"IGG313466";"iggual Mochila/Bandolera 10,2"" Gris SYSTEM";"AAOABT0553";"8435364313466";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";19,51;0;0,3000000000;"14/10/2016";"Proximamente";"0,0000000000"
"IGG313459";"iggual Trolley Piloto Cabina 15.6"" 2 Ruedas SYSTEM";"AAOABT0554";"8435364313459";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60001";"iggual";43,00;0;2,6000000000;"14/10/2016";"Proximamente";"0,0000000000"
"408300001";"GABOL Maletin 13.3"" /Tablet 10"" Negro Lecco";"AAOABT0555";"8425126158879";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";23,60;4;0,1000000000;"";"Novedad";"0,0000000000"
"40830003";"GABOL Maletin 13.3"" /Tablet 10"" Azul Lecco";"AAOABT0556";"8425126158886";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";23,60;4;0,1000000000;"";"Novedad";"0,0000000000"
"408300033";"GABOL Maletin 13.3"" /Tablet 10"" Taupe Lecco";"AAOABT0557";"8425126158893";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";23,60;4;0,1000000000;"";"Novedad";"0,0000000000"
"40830201";"GABOL Maletin 15.6"" /Tablet 10"" Negro Lecco";"AAOABT0558";"8425126158909";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";28,15;4;0,1000000000;"";"Novedad";"0,0000000000"
"408302003";"GABOL Maletin 15.6"" /Tablet 10"" Azul Lecco";"AAOABT0559";"8425126158916";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";28,15;4;0,1000000000;"";"Novedad";"0,0000000000"
"40870201";"GABOL Funda Portatil/Tablet 13.3"" Negro Tech";"AAOABT0560";"8425126159074";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";10,95;4;0,1000000000;"";"Novedad";"0,0000000000"
"40870203";"GABOL Funda  Portatil/Tablet 13.3"" Azul Tech";"AAOABT0561";"8425126159081";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";10,95;4;0,1000000000;"";"Novedad";"0,0000000000"
"40870207";"GABOL Funda Portatil/Tablet 13.3"" Rojo Tech";"AAOABT0562";"8425126159098";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";10,95;4;0,1000000000;"";"Novedad";"0,0000000000"
"408703001";"GABOL Funda Portatil/Tablet 15.6"" Negro Tech";"AAOABT0563";"8425126159104";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";13,20;4;0,2000000000;"";"Novedad";"0,0000000000"
"408703003";"GABOL Funda Portatil/Tablet 15.6""Azul Tech";"AAOABT0564";"8425126159111";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";13,20;4;0,2000000000;"";"Novedad";"0,0000000000"
"408703007";"GABOL Funda Portatil/Tablet 15.6"" Rojo Tech";"AAOABT0565";"8425126159128";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";13,20;4;0,2000000000;"";"Novedad";"0,0000000000"
"526431001";"GABOL Maletin  Portatil/Tablet 15.6"" Fever";"AAOABT0566";"8425126161381";"AO";"Accesorios Portátil";"ABT";"Bolsas Transporte";"60169";"GaBOL";27,49;10;0,2000000000;"";"Novedad";"0,0000000000"
"w-90w";"NGS CARGADOR Universal Automatico W-90W";"AAOACR0072";"8436001311227";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"01040";"NGS";17,10;51;0,5250000000;"31/12/2017";"";"0,0000000000"
"5ORISDUALII100";"Tacens Oris Dual II 100W.Adaptador Portátil";"AAOACR0086";"4710700953877";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04080";"Tacens";19,42;44;0,4900000000;"";"";"0,0000000000"
"ALIM90C";"3GO Adaptador  portatil 90w para casa y coche";"AAOACR0107";"8436531552480";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"60043";"3GO";15,30;9;0,5600000000;"17/10/2016";"";"0,0000000000"
"LL-AC-ADAPTER-40W";"L-Link Cargador Portatil 40W Netbook";"AAOACR0111";"8436531363208";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04177";"L-Link";9,00;73;0,3150000000;"";"";"0,0000000000"
"LL-AC-ADAPT-90W-AUTO";"L-Link Cargador Portatil 90W Automatico + Usb";"AAOACR0113";"8436531364595";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04177";"L-Link";16,99;7;0,4800000000;"18/10/2016";"";"0,0000000000"
"LL-AC-ADAPTER 70W";"L-Link Cargador Portatil 70w para pared";"AAOACR0119";"8436531363703";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04177";"L-Link";11,13;100;0,4800000000;"";"";"0,0000000000"
"EW3966";"EWENT EW3966 Cargador Portátil 90W Autom.";"AAOACR0130";"8032958188037";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04193";"Ewent";14,70;100;0,5750000000;"14/10/2016";"";"0,0000000000"
"BM-AD05";"B-Move BM-AD05 Cargador Portátiles Slim 100W USB";"AAOACR0133";"8436532161292";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04192";"B-Move";16,79;14;0,4650000000;"";"";"0,0000000000"
"BM-AD04";"B-Move BM-AD04 Cargador Portátiles 2 en 1 100W USB";"AAOACR0134";"8436532161285";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04192";"B-Move";14,50;5;0,5250000000;"";"";"0,0000000000"
"BM-AD06";"B-Move BM-AD06 Cargador Portátiles Netbooks 45W";"AAOACR0135";"8436532161308";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04192";"B-Move";10,36;14;0,3250000000;"19/10/2016";"";"0,0000000000"
"5ORISAUTO100";"Tacens Cargad.Portát.ORIS Automát. 100W 12 Conect.";"AAOACR0138";"4713105960013";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04080";"Tacens";19,96;61;0,5200000000;"";"";"0,0000000000"
"5ORISDUALPRO120";"Tacens Cargad.Portát.ORIS PRO 120W 12 Conect.";"AAOACR0139";"4713105960020";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04080";"Tacens";24,20;53;0,5050000000;"";"";"0,0000000000"
"ANBP100";"Tacens Cargad.Portát.ANIMA 100W 8Conector.";"AAOACR0147";"4713105960105";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04080";"Tacens";12,86;100;0,3350000000;"";"";"0,0000000000"
"PSI09247";"iggual Cargador Univ. Auto.  90W + 12 Tips  + USB";"AAOACR0158";"8435364309247";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"60001";"iggual";15,90;0;0,5000000000;"31/12/2017";"";"0,0000000000"
"LL-AC-ADAPTER-100W-A";"L-Link Cargador Portatil 100W Automatico";"AAOACR0161";"8436531366339";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04177";"L-Link";13,80;1;0,5000000000;"31/12/2017";"";"0,0000000000"
"BOLT";"NGS BOLT CARGADOR PARA PORTATIL 90W";"AAOACR0163";"8435430604986";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"01040";"NGS";13,99;100;0,5050000000;"";"";"0,0000000000"
"957-17811P-101";"MSI Cargador 230W Series GT72 - GT72S";"AAOACR0165";"4719072396633";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"00840";"MSI";45,83;6;0,5000000000;"";"";"0,0000000000"
"APPUA90RLITE";"approx! APPUA90RLIT Adapt. portatil automatico 90w";"AAOACR0169";"8435099520399";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"01360";"approx!";11,98;100;1,0000000000;"";"";"0,0000000000"
"MNA1";"Tacens Mars Gaming MNA1 Adaptador Portá.140W Autom";"AAOACR0170";"4713105960303";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"04080";"Tacens";26,38;20;1,0000000000;"";"";"0,0000000000"
"APPUA90RV3";"approx APPUA90RV3 Adaptador portatil automat. 90w";"AAOACR0171";"8435099521013";"AO";"Accesorios Portátil";"ACR";"Cargador para Portátil";"01360";"approx!";16,99;38;0,2300000000;"";"";"0,0000000000"
"4ABACUS";"Tacens Soporte y Refrg. para portátil Abacus";"AAOARE0044";"4710700951323";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04080";"Tacens";13,86;100;1,2350000000;"";"";"0,0000000000"
"LL-878";"L-Link Base Refrigeradora para portatil 15,6""";"AAOARE0061";"8436531363970";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04177";"L-Link";5,60;22;0,2000000000;"";"";"0,0000000000"
"BM-NBA03";"B-Move BM-NBA03 Refrigerador portatil  9-17''";"AAOARE0063";"8436532161544";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04192";"B-Move";7,00;26;0,7700000000;"";"";"0,0000000000"
"NXKAZE";"NOX  Refrigerador portatil 9-17""  NXKAZE";"AAOARE0064";"8436532171413";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04191";"NOX";8,99;28;1,0550000000;"19/10/2016";"";"0,0000000000"
"4OPIMUS";"Tacens Soporte y Refrg. para Portátil 15.4"" Opimus";"AAOARE0067";"4713105961003";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04080";"Tacens";7,32;40;0,6450000000;"";"";"0,0000000000"
"4SUPRA";"Tacens Soporte y Refrg. para Portátil 17"" Supra";"AAOARE0068";"4713105961010";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04080";"Tacens";9,43;100;0,7500000000;"";"";"0,0000000000"
"ANBC1";"Tacens Soporte y Refrg.para portátil 9-15.4"" Anima";"AAOARE0092";"4713105961027";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04080";"Tacens";3,99;52;0,4300000000;"";"";"0,0000000000"
"ANBC2";"Tacens Soporte y Refrg.para portátil 9-17"" Anima";"AAOARE0093";"4713105961034";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04080";"Tacens";6,96;80;0,9100000000;"";"";"0,0000000000"
"OMNLD09W";"Omega Mesa para Portátil Blanco";"AAOARE0095";"5907595420099";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04162";"Omega";13,56;25;1,4900000000;"";"";"0,0000000000"
"APPNBC06B";"approx APPNBC06B Refrigerador portatil 15.4"" Negro";"AAOARE0113";"8435099518181";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"01360";"approx!";5,85;12;0,5000000000;"";"";"0,0000000000"
"APPNBC06LB";"approx APPNBC06LB Refrigerador portatil 15.4"" Azul";"AAOARE0114";"8435099518198";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"01360";"approx!";5,85;13;0,5000000000;"";"";"0,0000000000"
"APPNBC06P";"approx APPNBC06P Refrigerador portatil 15.4"" Purp.";"AAOARE0115";"8435099518204";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"01360";"approx!";5,85;10;0,5000000000;"";"";"0,0000000000"
"APPNBC06R";"approx APPNBC06R Refrigerador portatil 15.4"" Rojo";"AAOARE0116";"8435099518211";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"01360";"approx!";5,85;11;0,5000000000;"";"";"0,0000000000"
"APPNBC06W";"approx APPNBC06W Refrigerador portatil 15.4""Blanco";"AAOARE0117";"8435099518228";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"01360";"approx!";5,85;7;0,5000000000;"";"";"0,0000000000"
"EW1256";"EMINENT-EWENT EW1256 Refigerador  Portatil 17""";"AAOARE0118";"8032958189973";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04193";"Ewent";5,76;0;0,1000000000;"31/12/2017";"Proximamente";"0,0000000000"
"OMNCPWB";"OMEGA SOPORTE Y REFRIGERACION PORTATIL WIND VENT 1";"AAOARE0120";"5907595424271";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04162";"Omega";4,50;24;0,4610000000;"";"";"0,0000000000"
"EW1258";"EWENT EW1258 Soporte Ventilador Portatil 17""+2 USB";"AAOARE0122";"8032958189997";"AO";"Accesorios Portátil";"ARE";"Refrigeración para Portátil";"04193";"Ewent";5,89;0;0,1000000000;"14/10/2016";"";"0,0000000000"
"CRANE";"Ngs Soporte tablets de 7""-10"" para coche";"AAOATI0148";"8436001312736";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01040";"NGS";8,94;10;0,1000000000;"";"";"0,0000000000"
"APPIPC07B";"Approx! Funda tablet 7"" Negro";"AAOATI0185";"8435099512707";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";3,80;0;0,1100000000;"17/10/2016";"Proximamente";"0,0000000000"
"APPIPC07LB";"Approx! Funda tablet 7"" Azul celeste";"AAOATI0194";"8435099512738";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";3,70;0;0,1100000000;"";"Proximamente";"0,0000000000"
"APPIPC07P";"Approx! Funda tablet 7"" Púrpura";"AAOATI0199";"8435099512745";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";3,70;0;0,1100000000;"17/10/2016";"Proximamente";"0,0000000000"
"EW1203";"EMINENT-EWENT EW1203 Cargador Coche 2 puertos USB2";"AAOATI0300";"8716065283808";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04193";"Ewent";4,05;68;0,0470000000;"";"";"0,0000000000"
"LL-AT-8";"L-Link Cargador de casa para Tablets 5v-2A";"AAOATI0344";"8436531365196";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04177";"L-Link";4,27;22;0,0750000000;"18/10/2016";"";"0,0000000000"
"APPC05";"approx APPC05 Cable Usb/30 pines para Samsung Tab";"AAOATI0381";"8435099513810";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";3,75;57;0,0300000000;"";"";"0,0000000000"
"LL-1170";"L-LINK Cargador Dual para coche Salida 5v 1A";"AAOATI0410";"4713621226099";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04177";"L-Link";2,89;18;0,0150000000;"";"";"0,0000000000"
"LL-KB-6110";"L-Link Teclado Bluetooth Ultra slim Blanco";"AAOATI0413";"8436531365530";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04177";"L-Link";12,98;55;0,3950000000;"";"";"0,0000000000"
"GRAYMOBPLUS";"NGS Gray Mob Plus Funda Universal Tablets 9""-10""";"AAOATI0426";"8436544944326";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01040";"NGS";6,86;15;0,3500000000;"";"";"0,0000000000"
"TAB";"NGS TAB Funda Universal Tablets 7""-8""";"AAOATI0434";"8436544944470";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01040";"NGS";5,25;17;0,1850000000;"";"";"0,0000000000"
"EW1210";"EMINENT-EWENT EW1210 Cargador  2 puertos usb";"AAOATI0460";"8032958187450";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04193";"Ewent";6,76;8;0,0650000000;"14/10/2016";"";"0,0000000000"
"APPUTC04LB";"approx APPUTC04LB Funda tablet 10"" Azul";"AAOATI0471";"8435099514725";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";6,75;17;0,3250000000;"";"";"0,0000000000"
"APPC03V2";"approx APPC03V2 Cable de datos/carga LIGHTNING/USB";"AAOATI0493";"8435099514909";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";4,25;47;0,0500000000;"17/10/2016";"";"0,0000000000"
"OUAMCB";"OMEGA Cable plano microUSB-USB 2.0 tablet/phone 1M";"AAOATI0518";"5907595418560";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04162";"Omega";0,99;100;0,0250000000;"";"";"0,0000000000"
"OUAMCBL";"OMEGA Cable plano microUSB-USB 2.0 tablet 1M Azul";"AAOATI0519";"5907595418577";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04162";"Omega";0,99;12;0,0250000000;"";"";"0,0000000000"
"OUAMCG";"OMEGA Cable plano microUSB-USB 2.0 tablet 1M Verde";"AAOATI0520";"5907595418584";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04162";"Omega";0,99;18;0,0800000000;"";"";"0,0000000000"
"OUAMCR";"OMEGA Cable plano microUSB-USB 2.0 tablet 1M Rojo";"AAOATI0521";"5907595418607";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04162";"Omega";1,05;26;0,0250000000;"";"";"0,0000000000"
"OUAMCW";"OMEGA Cable plano microUSB-USB 2.0 tablet 1M Blanc";"AAOATI0522";"5907595418591";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04162";"Omega";0,99;22;0,0800000000;"";"";"0,0000000000"
"OUIPLB";"OMEGA Cable Lightning plano USB iphone/ipad mini";"AAOATI0523";"5907595418621";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04162";"Omega";2,50;17;0,0250000000;"";"";"0,0000000000"
"OUIPL";"OMEGA Cable Lightning USB iphone/ipad mini blanco";"AAOATI0525";"5907595418614";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04162";"Omega";2,50;100;0,0150000000;"";"";"0,0000000000"
"83244";"DELOCK Cable MHL macho-High Speed HDMI macho 2mt";"AAOATI0526";"4043619832446";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"60108";"DELOCK";3,50;26;0,0800000000;"";"";"0,0000000000"
"LL-AM-104";"L-Link Cargador para Tablets 5v-2A";"AAOATI0528";"8436531365752";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04177";"L-Link";7,50;15;0,1800000000;"";"";"0,0000000000"
"EW1067";"EMINENT EWENT EW1067 Lector de Tarjetas Samsung";"AAOATI0530";"8032958187528";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04193";"Ewent";0,88;7;0,2000000000;"";"Ultimas unidades";"0,0000000000"
"LL-AT-14";"L-link Soporte Universal para coche Tablet 10.1""";"AAOATI0531";"8436531365691";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04177";"L-Link";4,45;10;0,2750000000;"";"";"0,0000000000"
"PTO10SYR";"Omega Funda para Tablet 9.7"" - 10.1"" Sydney/Rojo";"AAOATI0552";"5907595419413";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04051";"PLATINET";8,34;2;0,4750000000;"14/10/2016";"";"0,0000000000"
"OUCC2B";"Omega OUCC2B Cargador 2XUsb para coche 5V 2.1A Ne.";"AAOATI0572";"5907595420167";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04162";"Omega";2,79;31;0,1200000000;"";"";"0,0000000000"
"OUCC2W";"Omega OUCC2W Cargador 2XUsb para coche 5V 2.1A Bl.";"AAOATI0573";"5907595420181";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04162";"Omega";3,50;6;0,0250000000;"";"";"0,0000000000"
"PSIA-OTG-AFBM-001";"iggual CABLE USB2.0 OTG MICRO B/M-A/H Negro 15cm";"AAOATI0578";"8435364301586";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"60001";"iggual";0,84;100;0,0155000000;"";"";"0,0000000000"
"EW1217";"EMINENT-EWENT EW1217 Cargador 4 PUERTOS USB";"AAOATI0604";"8056045871138";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04193";"Ewent";6,75;4;0,1500000000;"14/10/2016";"";"0,0000000000"
"TAXUT019";"Tech Air TAXUT019 Funda 10.1 Reversible Negro/Gris";"AAOATI0626";"5060369670653";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04030";"Tech Air";10,50;20;0,2000000000;"";"";"0,0000000000"
"420490";"Energy Funda para Tablet NEO 7 atril Negra";"AAOATI0635";"8432426420490";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01450";"Energy Sistem";9,47;12;0,1250000000;"";"";"0,0000000000"
"LL-USB-CHARGER";"L-Link Cargador de Pared Usb 5v-2A";"AAOATI0637";"8436531362843";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04177";"L-Link";3,99;42;0,0550000000;"";"";"0,0000000000"
"APPKBBT02B";"approx APPKBBT02B Teclado Bluetooth 3.0 Negro";"AAOATI0650";"8435099516033";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";12,29;32;0,2820000000;"";"";"0,0000000000"
"BTAC-104-N";"Brigmton BTAC-104-N Funda tablet 10.1"" Negro";"AAOATI0665";"8425081014975";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"60127";"BRIGMTON";8,99;0;0,3100000000;"14/10/2016";"Proximamente";"0,0000000000"
"M-ZPB28W";"Mediacom MZPB28W PowerBank 2800 +Cover i5/5S Bl";"AAOATI0672";"8028153047002";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"60130";"MEDIACOM";8,32;17;0,2250000000;"";"Ultimas unidades";"0,0000000000"
"M-ZPB28B";"Mediacom MZPB28B PowerBank 2800 +Cover i5/5S Neg";"AAOATI0673";"8028153046999";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"60130";"MEDIACOM";8,32;18;0,2250000000;"";"Ultimas unidades";"0,0000000000"
"3-236000123";"Hannspree Cargador para Tablet";"AAOATI0676";"2520101411300";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01410";"HANNS G";12,99;54;0,1500000000;"";"";"0,0000000000"
"APPIPCK03";"approx APPIPCK03 Funda tablet 9"" + Teclado Negro";"AAOATI0677";"8435099516590";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";7,44;6;0,4250000000;"";"Ultimas unidades";"0,0000000000"
"APPIPCK05";"approx APPIPCK05 Funda tablet 10.1""+Teclado Negro";"AAOATI0679";"8435099516613";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";8,35;19;0,5250000000;"17/10/2016";"";"0,0000000000"
"APPIPCK06";"approx APPIPCK06 Funda 9.7""-10.1""+Teclado Bluetooh";"AAOATI0680";"8435099516620";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"01360";"approx!";18,60;67;0,6400000000;"";"";"0,0000000000"
"EW1214";"EMINENT-EWENT EW1214 Cargador Coche 2  USB 4.2A";"AAOATI0684";"8056045871152";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04193";"Ewent";4,85;16;0,0400000000;"";"";"0,0000000000"
"EW1215";"EWENT EW1215 Cargador Pared  2 USB 4.2A";"AAOATI0688";"8056045871169";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"04193";"Ewent";8,48;10;0,0950000000;"21/10/2016";"";"0,0000000000"
"65437";"DELOCK Adaptador MHL(M)/High  Hdmi(H)+Micro usb B";"AAOATI0689";"4043619654376";"AO";"Accesorios Portátil";"ATI";"Accesorios Tablet e iPad";"60108";"DELOCK";11,51;5;0,1000000000;"20/10/2016";"";"0,0000000000"
